SEQENCE ID                     TM SP PREDICTION
Q9KUD8                          0  0 o
Q9KUE1                          0  0 o
Q9KUE3                          0  Y n6-17c27/28o
Q9KUE5                          0  0 o
Q9KUE6                          1  Y n4-12c18/19o218-236i
Q9KUE9                          1  0 o16-39i
Q9KUF2                          0  0 o
Q9KUG2                          8  0 i7-27o33-53i65-87o93-114i126-148o179-201i213-231o243-261i
Q9KUG3                          4  0 o6-25i62-86o92-112i124-146o
Q9KUG6                          0  0 i
Q9KUG7                          0  Y n5-15c20/21o
Q9KUG8                          4  0 i12-34o54-79i99-123o129-152i
Q9KUG9                          0  0 o
Q9KUH1                          0  0 o
Q9KUH5                          0  0 o
Q9KUH9                          0  0 o
Q9KUI5                          0  Y n3-14c23/24o
Q9KUJ5                          0  0 o
Q9KUJ8                          1  0 o87-107i
Q9KUK0                          0  0 o
Q9KUK2                          0  0 o
Q9KUK3                          0  0 o
Q9KUK5                          0  0 o
Q9KUK7                          1  0 o15-31i
Q9KUK8                          0  0 o
Q9KUK9                          0  0 o
Q9KUL0                          0  0 o
Q9KUL1                          1  Y n2-9c14/15o24-49i
Q9KUL2                          0  0 o
Q9KUL3                          0  0 o
Q9KUL4                          0  Y n6-16c21/22o
Q9KUL6                          1  0 o6-27i
Q9KUL8                          0  0 i
Q9KUL9                          0  0 o
Q9KUM0                          0  0 o
Q9KUM1                          0  0 o
Q9KUM2                          0  0 o
Q9KUM3                          0  0 o
Q9KUM4                          0  0 o
Q9KUM5                          0  0 o
Q9KUM9                          0  0 o
Q9KUN1                          1  0 o6-33i
Q9KUN2                          0  Y n10-21c27/28o
Q9KUN4                          6  0 o6-28i40-63o69-87i108-128o148-172i184-205o
Q9KUN6                          1  0 i7-28o
Q9KUP8                          0  0 o
Q9KUQ1                          0  0 o
Q9KUQ2                          0  0 o
Q9KUQ3                          0  0 o
Q9KUQ4                          0  0 o
Q9KUQ6                          4  0 o6-25i61-83o95-121i158-183o
Q9KUQ7                          0  0 o
Q9KUQ8                          0  Y n7-15c19/20o
Q9KUR5                          0  Y n25-34c39/40o
Q9KUR6                          1  Y n9-21c25/26o187-207i
Q9KUR7                          0  0 o
Q9KUS3                          0  0 o
Q9KUS6                          4  0 i12-34o54-79i91-113o133-155i
Q9KUS7                          6  0 o15-32i149-167o173-189i201-223o229-248i260-287o
Q9KUT5                          0  Y n16-23c30/31o
Q9KUT6                         20  0 i32-55o67-84i96-114o126-143i150-168o193-215i299-316o322-341i361-382o388-408i440-458o464-481i514-539o551-569i581-601o607-630i642-663o669-688i700-720o828-845i
Q9KUT7                          0  0 o
Q9KUT8                          0  0 o
Q9KUT9                          2  Y n4-12c17/18o27-47i68-92o
Q9KUU0                          0  0 o
Q9KUU3                          0  0 o
Q9KUU4                          0  0 o
Q9KUU5                          1  0 i12-34o
Q9KUV0                          0  Y n8-19c24/25o
Q9KUV1                          1  0 o15-35i
Q9KUV2                          1  0 i28-50o
Q9KUV3                          1  0 i7-28o
Q9KUV4                          1  0 i21-44o
Q9KUV5                          0  Y n10-21c29/30o
Q9KUV6                          3  0 i174-194o225-244i378-399o
Q9KUV7                          0  0 o
Q9KUV8                          1  0 i41-60o
Q9KUV9                          0  Y n4-14c26/27o
Q9KUW0                          1  0 i303-324o
Q9KUW1                          2  0 i12-33o139-159i
Q9KUW3                          0  0 o
Q9KUW6                         13  0 i27-43o49-75i87-105o111-128i140-161o181-203i215-233o239-257i264-282o355-379i386-403o409-427i448-471o
Q9KUW7                          0  0 o
Q9KUX1                          0  0 i
Q9KUX5                          0  0 i
Q9KUX6                          1  0 o35-53i
Q9KUX7                          0  Y n4-15c22/23o
Q9KUX8                          0  0 i
Q9KUY1                          0  0 o
Q9KUY2                          1  0 o374-391i
Q9KUY3                          0  0 i
Q9KUY5                          0  0 o
Q9KUY8                          0  0 o
Q9KUZ4                          0  0 o
Q9KUZ5                          0  0 i
Q9KV00                          0  0 o
Q9KV03                          0  0 o
Q9KV05                          0  Y n8-18c23/24o
Q9KV06                          0  0 o
Q9KV07                          2  0 o12-29i50-67o
Q9KV20                         14  0 o15-32i44-62o68-87i108-133o153-182i194-216o236-258i279-299o305-324i336-355o367-385i392-411o417-437i458-477o
Q9KV21                         10  0 o20-42i54-74o80-101i113-131o137-156i168-192o204-223i235-262o268-289i296-312o
Q9KV23                          0  Y n22-30c36/37o
Q9KV24                          0  0 o
Q9KV25                          0  0 o
Q9KV28                          0  0 i
Q9KV41                          0  0 o
Q9KV42                          0  0 o
Q9KV43                          0  0 o
Q9KV44                          0  0 o
Q9KV45                          0  0 i
Q9KV46                          0  0 o
Q9KV47                          0  0 o
Q9KV49                          0  Y n4-14c22/23o
Q9KV55                         12  0 i12-30o42-61i73-90o96-115i136-154o160-180i201-220o240-259i266-285o291-314i326-348o354-373i
Q9KV56                          0  0 o
Q9KV57                          1  0 i254-275o
Q9KV58                          0  0 o
Q9KV63                          0  0 o
Q9KV65                          0  0 o
Q9KV68                          0  0 o
Q9KV71                         12  0 i12-29o35-53i65-86o110-136i148-165o185-208i241-262o282-300i312-332o352-382i394-413o433-457i
Q9KV73                          3  0 i37-59o173-195i207-224o
Q9KV77                          0  0 o
Q9KV78                          1  0 i190-212o
Q9KV79                          0  0 o
Q9KV82                          0  Y n20-30c35/36o
Q9KV84                          0  0 o
Q9KV85                          3  0 o6-28i88-107o119-140i
Q9KV86                          0  0 o
Q9KV88                          0  0 o
Q9KV89                          0  0 o
Q9KV90                          0  0 o
Q9KV92                          0  0 o
Q9KV93                          1  0 i7-31o
Q9KV94                          0  0 o
Q9KV95                          0  0 o
Q9KV96                          0  0 o
Q9KV97                          0  0 i
Q9KV98                          0  0 o
Q9KV99                          0  0 o
Q9KVA0                          0  0 o
Q9KVA1                          0  0 o
Q9KVA2                          0  0 o
Q9KVA3                          7  0 o12-30i42-63o75-97i117-139o145-170i177-196o233-253i
Q9KVA4                          0  0 o
Q9KVA5                          0  0 o
Q9KVA8                          0  0 o
Q9KVB1                          0  0 o
Q9KVB2                          0  0 o
Q9KVB4                          0  0 o
Q9KVB5                          0  0 o
Q9KVB6                          0  0 o
Q9KVB7                          0  0 o
Q9KVB8                          0  0 o
Q9KVC0                          0  0 o
Q9KVC1                          0  Y n4-16c20/21o
Q9KVC2                          0  0 o
Q9KVC3                          0  0 o
Q9KVC6                          0  Y n17-28c36/37o
Q9KVD0                          1  Y n16-27c33/34o210-232i
Q9KVD7                          0  0 o
Q9KVD8                          4  0 o12-32i53-75o109-126i138-156o
Q9KVE1                          0  0 o
Q9KVE3                         17  Y n6-19c24/25o58-75i87-107o113-134i141-164o191-212i219-239o245-262i274-296o302-320i345-366o386-404i416-435o441-460i516-537o557-586i598-616o622-648i
Q9KVE4                          0  Y n19-32c36/37o
Q9KVE6                          0  Y n38-48c53/54o
Q9KVE7                          6  0 i41-62o85-107i158-179o185-205i270-287o293-311i
Q9KVE8                          2  0 i28-51o82-108i
Q9KVE9                          0  0 o
Q9KVF1                         10  0 i12-31o43-61i77-96o108-125i132-150o156-171i183-202o214-234i246-268o274-292i
Q9KVF3                          0  0 o
Q9KVF4                          0  0 o
Q9KVF5                          4  Y n6-19c26/27o42-66i133-151o157-176i188-209o
Q9KVF7                          1  0 o12-31i
Q9KVG1                          0  0 o
Q9KVG2                          0  0 o
Q9KVG3                          0  0 o
Q9KVG4                          0  0 o
Q9KVH0                          0  0 o
Q9KVH1                          0  0 o
Q9KVH2                          0  Y n5-16c23/24o
Q9KVH3                          6  0 i28-50o104-128i140-159o165-183i221-242o276-298i
Q9KVH5                          0  Y n32-43c47/48o
Q9KVH6                          0  0 o
Q9KVH7                          0  0 i
Q9KVH8                          0  Y n7-18c23/24o
Q9KVI0                          0  0 o
Q9KVI2                         12  0 i12-30o333-352i359-379o385-409i430-450o462-480i525-545o847-867i874-894o900-924i945-966o978-1004i
Q9KVI5                          0  0 o
Q9KVI6                          0  Y n8-21c39/40o
Q9KVJ1                          4  0 i16-34o40-57i69-90o96-113i
Q9KVJ2                          0  0 o
Q9KVJ8                          3  0 o6-25i32-54o66-82i
Q9KVJ9                          7  Y n4-15c19/20o29-47i54-70o76-96i103-123o129-148i155-178o190-208i
Q9KVK0                          2  0 o16-41i53-75o
Q9KVK1                          1  0 i90-112o
Q9KVK2                          0  0 o
Q9KVK3                          0  Y n3-14c19/20o
Q9KVK4                          0  0 o
Q9KVK5                          0  0 o
Q9KVK8                          0  0 o
Q9KVK9                          0  0 o
Q9KVL0                          0  Y n4-15c19/20o
Q9KVL1                          0  0 o
Q9KVL3                          0  0 o
Q9KVL5                          0  0 o
Q9KVL9                          0  0 o
Q9KVM0                          0  0 i
Q9KVM3                          1  0 i64-82o
Q9KVM4                          1  Y n4-17c22/23o41-62i
Q9KVM6                          0  Y n6-18c22/23o
Q9KVM8                          0  0 o
Q9KVN1                          1  0 o17-37i
Q9KVN2                          0  0 i
Q9KVN4                          0  0 o
Q9KVN5                          0  0 o
Q9KVN7                          0  0 o
Q9KVN8                          0  0 o
Q9KVN9                          0  0 o
Q9KVP0                          0  0 o
Q9KVP2                          6  0 i96-118o138-162i174-194o200-217i224-242o248-269i
Q9KVP3                          0  0 o
Q9KVP5                          0  0 i
Q9KVQ0                          0  0 o
Q9KVQ1                         12  0 i20-45o51-74i94-115o141-162i174-194o200-222i251-271o277-300i321-343o363-385i397-414o420-439i
Q9KVQ8                          9  Y n6-17c23/24o33-53i65-86o101-119i126-142o154-173i182-202o214-234i246-262o268-286i
Q9KVQ9                          0  Y n10-21c26/27o
Q9KVR0                          2  0 o6-24i89-106o
Q9KVR2                          0  0 i
Q9KVR3                          0  0 o
Q9KVR4                          9  Y n4-15c19/20o29-49i56-75o87-105i112-130o136-161i173-193o205-223i235-254o260-277i
Q9KVR5                          0  0 o
Q9KVR7                          1  Y n16-27c33/34o57-79i
Q9KVR8                          0  0 o
Q9KVR9                          0  0 o
Q9KVS1                          0  0 o
Q9KVS2                          0  0 o
Q9KVS5                          0  0 o
Q9KVT0                          0  0 o
Q9KVT1                          0  0 i
Q9KVT2                          0  0 o
Q9KVT6                          0  0 o
Q9KVT9                          0  0 i
Q9KVU0                          0  0 i
Q9KVU1                          0  Y n6-14c19/20o
Q9KVU2                          0  Y n24-35c40/41o
Q9KVU6                          0  Y n3-11c16/17o
